cfips,linear,multinomial,holt,last
6085,0.08333333333333333,0.6666666666666666,0.0,0.25
6087,0.047619047619047616,0.23809523809523808,0.42857142857142855,0.28571428571428575
6089,0.1,0.9,0.0,0.0
6091,0.0,1.0,0.0,0.0
6093,0.0,0.5714285714285714,0.4285714285714286,0.0
6095,0.0,0.8,0.2,0.0
6097,0.07692307692307693,0.6153846153846154,0.0,0.3076923076923077
6099,0.0,0.6153846153846154,0.3846153846153846,0.0
6101,0.0,1.0,0.0,0.0
6103,0.0,1.0,0.0,0.0
6105,0.0,1.0,0.0,0.0
6107,0.09090909090909091,0.8181818181818181,0.09090909090909091,0.0
6109,0.0,1.0,0.0,0.0
6111,0.07692307692307693,0.7692307692307692,0.15384615384615385,0.0
6113,0.09090909090909091,0.9090909090909091,0.0,0.0
6115,0.05555555555555555,0.5555555555555555,0.3888888888888889,0.0
8001,0.0,0.9090909090909091,0.0,0.09090909090909091
8003,0.07692307692307693,0.7692307692307692,0.0,0.15384615384615385
8005,0.07142857142857142,0.7142857142857142,0.0,0.2142857142857143
8007,0.08333333333333334,0.75,0.16666666666666669,0.0
8009,0.0,0.8333333333333334,0.0,0.16666666666666669
8011,0.0,1.0,0.0,0.0
8013,0.09090909090909091,0.8181818181818181,0.0,0.09090909090909091
8014,0.0,0.16666666666666669,0.0,0.8333333333333334
8015,0.0,0.9090909090909091,0.0,0.09090909090909091
8017,0.0,0.7272727272727273,0.27272727272727276,0.0
8019,0.06666666666666667,0.46666666666666673,0.0,0.46666666666666673
8021,0.0,1.0,0.0,0.0
8023,0.20000000000000004,0.5333333333333333,0.0,0.26666666666666666
8025,0.0,1.0,0.0,0.0
8027,0.09090909090909091,0.9090909090909091,0.0,0.0
8029,0.0,0.6666666666666666,0.0,0.3333333333333333
8031,0.0,0.28571428571428575,0.0,0.7142857142857143
8033,0.09090909090909091,0.9090909090909091,0.0,0.0
8035,0.0,0.7692307692307692,0.0,0.23076923076923078
8037,0.09090909090909091,0.9090909090909091,0.0,0.0
8039,0.0,0.4444444444444445,0.0,0.5555555555555556
8041,0.07692307692307693,0.7692307692307692,0.15384615384615385,0.0
8043,0.0,1.0,0.0,0.0
8045,0.13333333333333333,0.6666666666666666,0.0,0.20000000000000004
8047,0.1,0.9,0.0,0.0
8049,0.0,0.7692307692307692,0.0,0.23076923076923078
8051,0.1,0.8,0.0,0.1
8053,0.0,0.5,0.0,0.5
8055,0.0,1.0,0.0,0.0
8057,0.07142857142857142,0.5,0.0,0.4285714285714286
8059,0.06666666666666667,0.6666666666666666,0.0,0.26666666666666666
8061,0.11111111111111112,0.888888888888889,0.0,0.0
8063,0.0,1.0,0.0,0.0
8065,0.0,0.9090909090909091,0.0,0.09090909090909091
8067,0.0,1.0,0.0,0.0
8069,0.0,1.0,0.0,0.0
8071,0.0,1.0,0.0,0.0
8073,0.0,0.7777777777777778,0.0,0.2222222222222222
8075,0.09090909090909091,0.9090909090909091,0.0,0.0
8077,0.0,1.0,0.0,0.0
8079,0.0,1.0,0.0,0.0
8081,0.0,0.7272727272727273,0.0,0.27272727272727276
8083,0.27272727272727276,0.7272727272727273,0.0,0.0
8085,0.0,1.0,0.0,0.0
8087,0.07142857142857142,0.7142857142857142,0.2142857142857143,0.0
8089,0.0625,0.5625,0.0,0.37500000000000006
8091,0.0,0.6428571428571429,0.0,0.35714285714285715
8093,0.0,1.0,0.0,0.0
8095,0.1,0.8,0.0,0.1
8097,0.0,0.3846153846153846,0.0,0.6153846153846154
8099,0.0,1.0,0.0,0.0
8101,0.0,0.5263157894736842,0.31578947368421056,0.15789473684210528
8103,0.14285714285714285,0.2857142857142857,0.0,0.5714285714285714
8105,0.32,0.08,0.36,0.24000000000000005
8107,0.14285714285714285,0.5,0.0,0.3571428571428571
8109,0.0,0.6153846153846154,0.0,0.3846153846153846
8111,0.09090909090909091,0.9090909090909091,0.0,0.0
8113,0.0,0.9090909090909091,0.09090909090909091,0.0
8115,0.0,0.7692307692307692,0.07692307692307693,0.15384615384615385
8117,0.0,0.8,0.0,0.2
8119,0.0,0.8333333333333334,0.0,0.16666666666666669
8121,0.08333333333333333,0.8333333333333333,0.0,0.08333333333333333
8123,0.0,0.7777777777777778,0.0,0.2222222222222222
8125,0.07692307692307693,0.7692307692307692,0.0,0.15384615384615385
9001,0.047619047619047616,0.47619047619047616,0.47619047619047616,0.0
9003,0.0,0.391304347826087,0.1739130434782609,0.4347826086956522
9005,0.0,1.0,0.0,0.0
9007,0.07692307692307693,0.5384615384615385,0.0,0.3846153846153846
9009,0.0,0.7000000000000001,0.1,0.2
9011,0.0,1.0,0.0,0.0
9013,0.09090909090909091,0.27272727272727276,0.09090909090909091,0.5454545454545455
9015,0.07692307692307693,0.7692307692307692,0.0,0.15384615384615385
10001,0.0,1.0,0.0,0.0
10003,0.047619047619047616,0.047619047619047616,0.47619047619047616,0.42857142857142855
10005,0.0,0.8,0.0,0.2
11001,0.0,0.7777777777777778,0.2222222222222222,0.0
12001,0.0,0.0,0.0,1.0
12003,0.0,1.0,0.0,0.0
12005,0.14285714285714288,0.42857142857142866,0.07142857142857144,0.35714285714285715
12007,0.13636363636363638,0.36363636363636365,0.40909090909090906,0.09090909090909091
12009,0.18181818181818182,0.8181818181818181,0.0,0.0
12011,0.0,0.8181818181818181,0.0,0.18181818181818182
12013,0.0,0.4444444444444445,0.0,0.5555555555555556
12015,0.0,0.7272727272727273,0.09090909090909091,0.18181818181818182
12017,0.0,1.0,0.0,0.0
12019,0.0,1.0,0.0,0.0
12021,0.0,1.0,0.0,0.0
12023,0.0,1.0,0.0,0.0
12027,0.16666666666666669,0.6666666666666667,0.0,0.16666666666666669
12029,0.0,1.0,0.0,0.0
12031,0.0,0.9090909090909091,0.0,0.09090909090909091
12033,0.0,1.0,0.0,0.0
12035,0.0,0.5333333333333333,0.4,0.06666666666666667
12037,0.0,0.13333333333333333,0.6666666666666666,0.20000000000000004
12039,0.0,0.5263157894736842,0.2631578947368421,0.2105263157894737
12041,0.08333333333333333,0.8333333333333333,0.0,0.08333333333333333
12043,0.07142857142857142,0.7142857142857142,0.0,0.2142857142857143
12045,0.0,0.047619047619047616,0.47619047619047616,0.47619047619047616
12047,0.0,0.7777777777777778,0.2222222222222222,0.0
12049,0.0,1.0,0.0,0.0
12051,0.0,1.0,0.0,0.0
12053,0.0,1.0,0.0,0.0
12055,0.0,1.0,0.0,0.0
12057,0.0,1.0,0.0,0.0
12059,0.0,1.0,0.0,0.0
12061,0.0625,0.5,0.0,0.4375
12063,0.08333333333333334,0.75,0.0,0.16666666666666669
12065,0.0,1.0,0.0,0.0
12067,0.052631578947368425,0.4210526315789474,0.0,0.5263157894736842
12069,0.08333333333333333,0.8333333333333333,0.0,0.08333333333333333
12071,0.09090909090909091,0.9090909090909091,0.0,0.0
12073,0.14285714285714288,0.5714285714285715,0.0,0.28571428571428575
12075,0.0,0.588235294117647,0.0,0.4117647058823529
12077,0.052631578947368425,0.4210526315789474,0.0,0.5263157894736842
12079,0.05555555555555555,0.5555555555555555,0.0,0.3888888888888889
12081,0.0,0.9090909090909091,0.09090909090909091,0.0
12083,0.0,0.7500000000000001,0.0,0.25
12085,0.09090909090909091,0.9090909090909091,0.0,0.0
12086,0.0,0.5263157894736842,0.4736842105263158,0.0
12087,0.09090909090909091,0.5454545454545455,0.0,0.36363636363636365
12089,0.0,1.0,0.0,0.0
12091,0.0,1.0,0.0,0.0
12093,0.0,1.0,0.0,0.0
12095,0.0,0.9090909090909091,0.09090909090909091,0.0
12097,0.0,0.9090909090909091,0.09090909090909091,0.0
12099,0.0,0.6666666666666666,0.3333333333333333,0.0
12101,0.18750000000000003,0.625,0.0,0.18750000000000003
12103,0.0,1.0,0.0,0.0
12105,0.0,0.875,0.125,0.0
12107,0.0,0.1111111111111111,0.2222222222222222,0.6666666666666666
12109,0.14285714285714288,0.7142857142857143,0.0,0.14285714285714288
12111,0.0,0.5333333333333333,0.46666666666666673,0.0
12113,0.0,1.0,0.0,0.0
12115,0.0,0.6153846153846154,0.0,0.3846153846153846
12117,0.11111111111111112,0.7777777777777778,0.0,0.11111111111111112
12119,0.0625,0.5,0.0,0.4375
12121,0.0,0.8,0.0,0.2
12123,0.2222222222222222,0.7777777777777778,0.0,0.0
12125,0.0,1.0,0.0,0.0
12127,0.05882352941176471,0.5882352941176471,0.23529411764705885,0.11764705882352942
12129,0.0,0.6666666666666666,0.0,0.3333333333333333
12131,0.0,1.0,0.0,0.0
12133,0.2777777777777778,0.5555555555555556,0.0,0.16666666666666669
13001,0.0,0.7000000000000001,0.0,0.30000000000000004
13003,0.0,0.7000000000000001,0.30000000000000004,0.0
13005,0.11111111111111112,0.888888888888889,0.0,0.0
13007,0.09090909090909091,0.9090909090909091,0.0,0.0
13009,0.0,1.0,0.0,0.0
13011,0.08333333333333333,0.8333333333333333,0.0,0.08333333333333333
13013,0.15384615384615385,0.15384615384615385,0.0,0.6923076923076923
13015,0.0,1.0,0.0,0.0
13017,0.07142857142857142,0.7142857142857142,0.2142857142857143,0.0
13019,0.17647058823529413,0.588235294117647,0.0,0.23529411764705882
13021,0.0,1.0,0.0,0.0
13023,0.0,1.0,0.0,0.0
13025,0.0,0.0,0.0,1.0
13027,0.0,1.0,0.0,0.0
13029,0.09090909090909091,0.9090909090909091,0.0,0.0
13031,0.0,0.4210526315789474,0.052631578947368425,0.5263157894736842
13033,0.18181818181818182,0.8181818181818181,0.0,0.0
13035,0.0,1.0,0.0,0.0
13037,0.0,1.0,0.0,0.0
13039,0.0,0.9,0.1,0.0
13043,0.0,0.8181818181818181,0.18181818181818182,0.0
13045,0.0,1.0,0.0,0.0
13047,0.0,0.888888888888889,0.0,0.11111111111111112
13049,0.05555555555555555,0.5555555555555555,0.0,0.3888888888888889
13051,0.0,1.0,0.0,0.0
13053,0.0,0.8333333333333334,0.16666666666666669,0.0
13055,0.09090909090909091,0.9090909090909091,0.0,0.0
13057,0.0,0.7499999999999999,0.0,0.25
13059,0.0,0.6428571428571429,0.35714285714285715,0.0
13061,0.0,1.0,0.0,0.0
13063,0.0,1.0,0.0,0.0
13065,0.0,1.0,0.0,0.0
13067,0.0,0.5263157894736842,0.4736842105263158,0.0
13069,0.0,1.0,0.0,0.0
13071,0.0,0.7692307692307692,0.23076923076923078,0.0
13073,0.0,1.0,0.0,0.0
13075,0.0,1.0,0.0,0.0
13077,0.0,0.888888888888889,0.0,0.11111111111111112
13079,0.0,0.875,0.0,0.125
13081,0.0,1.0,0.0,0.0
13083,0.05263157894736842,0.31578947368421056,0.10526315789473684,0.5263157894736842
13085,0.27272727272727276,0.6363636363636364,0.0,0.09090909090909091
13087,0.06666666666666667,0.26666666666666666,0.0,0.6666666666666666
13089,0.058823529411764705,0.588235294117647,0.2941176470588235,0.058823529411764705
13091,0.0,0.7142857142857143,0.28571428571428575,0.0
13093,0.27272727272727276,0.36363636363636365,0.0,0.36363636363636365
13095,0.0,1.0,0.0,0.0
13097,0.0,1.0,0.0,0.0
13099,0.0,1.0,0.0,0.0
13101,0.0,0.4285714285714286,0.0,0.5714285714285714
13103,0.0,0.41666666666666663,0.5833333333333333,0.0
13105,0.07142857142857144,0.5714285714285715,0.35714285714285715,0.0
13107,0.25000000000000006,0.5833333333333334,0.0,0.16666666666666669
13109,0.0,1.0,0.0,0.0
13111,0.0,0.625,0.0,0.37500000000000006
13113,0.07692307692307693,0.7692307692307692,0.0,0.15384615384615385
13115,0.0,1.0,0.0,0.0
13117,0.0,1.0,0.0,0.0
13119,0.1,0.1,0.0,0.8
13121,0.0,0.875,0.125,0.0
13123,0.0,1.0,0.0,0.0
13125,0.0,1.0,0.0,0.0
13127,0.09090909090909091,0.9090909090909091,0.0,0.0
13129,0.08333333333333334,0.75,0.0,0.16666666666666669
13131,0.07142857142857144,0.28571428571428575,0.0,0.6428571428571429
13133,0.0,1.0,0.0,0.0
13135,0.08333333333333333,0.8333333333333333,0.0,0.08333333333333333
13137,0.18750000000000003,0.5,0.0,0.3125
13139,0.07142857142857142,0.7142857142857142,0.2142857142857143,0.0
13141,0.0,1.0,0.0,0.0
13143,0.09090909090909091,0.9090909090909091,0.0,0.0
13145,0.0,1.0,0.0,0.0
13147,0.0,1.0,0.0,0.0
13149,0.1724137931034483,0.3448275862068966,0.13793103448275862,0.3448275862068966
13151,0.0,1.0,0.0,0.0
13153,0.0,0.4736842105263158,0.5263157894736842,0.0
13155,0.0,0.5833333333333333,0.0,0.41666666666666663
13157,0.09090909090909091,0.9090909090909091,0.0,0.0
13159,0.125,0.875,0.0,0.0
13161,0.0,1.0,0.0,0.0
13163,0.09523809523809523,0.47619047619047616,0.42857142857142855,0.0
13165,0.0,1.0,0.0,0.0
13167,0.0,0.888888888888889,0.11111111111111112,0.0
13169,0.08333333333333333,0.8333333333333333,0.08333333333333333,0.0
13171,0.0,1.0,0.0,0.0
13173,0.0,0.6666666666666666,0.0,0.3333333333333333
13175,0.0,0.875,0.0,0.125
13177,0.0,0.8181818181818181,0.0,0.18181818181818182
13179,0.09090909090909091,0.9090909090909091,0.0,0.0
13181,0.125,0.875,0.0,0.0
13183,0.0,0.5454545454545455,0.45454545454545453,0.0
13185,0.28571428571428575,0.28571428571428575,0.42857142857142855,0.0
13187,0.0,0.45454545454545453,0.5454545454545455,0.0
13189,0.0,0.7500000000000001,0.0,0.25
13191,0.0,1.0,0.0,0.0
13193,0.0,0.7000000000000001,0.0,0.30000000000000004
13195,0.15384615384615385,0.6153846153846154,0.15384615384615385,0.07692307692307693
13197,0.0,0.888888888888889,0.0,0.11111111111111112
13199,0.0,1.0,0.0,0.0
13201,0.0,1.0,0.0,0.0
13205,0.0,0.9090909090909091,0.0,0.09090909090909091
13207,0.125,0.5,0.3125,0.0625
13209,0.0,1.0,0.0,0.0
13211,0.0625,0.5,0.0,0.4375
13213,0.07692307692307693,0.7692307692307692,0.0,0.15384615384615385
13215,0.18181818181818182,0.8181818181818181,0.0,0.0
13217,0.0,1.0,0.0,0.0
13219,0.0,1.0,0.0,0.0
13221,0.0,0.5625,0.0625,0.37500000000000006
13223,0.0,1.0,0.0,0.0
13225,0.0,1.0,0.0,0.0
13227,0.0,0.9090909090909091,0.0,0.09090909090909091
13229,0.0,0.588235294117647,0.35294117647058826,0.058823529411764705
13231,0.0,1.0,0.0,0.0
13233,0.09090909090909091,0.7272727272727273,0.0,0.18181818181818182
13235,0.0,1.0,0.0,0.0
13237,0.14285714285714288,0.7142857142857143,0.0,0.14285714285714288
13239,0.0,0.3333333333333333,0.0,0.6666666666666666
13241,0.09090909090909091,0.9090909090909091,0.0,0.0
13243,0.0,1.0,0.0,0.0
13245,0.125,0.875,0.0,0.0
13247,0.0,1.0,0.0,0.0
13249,0.16666666666666669,0.8333333333333334,0.0,0.0
13251,0.05555555555555556,0.5,0.0,0.4444444444444445
13253,0.09090909090909091,0.7272727272727273,0.18181818181818182,0.0
13255,0.07692307692307693,0.7692307692307692,0.0,0.15384615384615385
13257,0.0,0.5,0.0,0.5
13259,0.0,1.0,0.0,0.0
13261,0.0,0.588235294117647,0.0,0.4117647058823529
13263,0.0,0.9090909090909091,0.09090909090909091,0.0
13265,0.09090909090909091,0.9090909090909091,0.0,0.0
13267,0.0,1.0,0.0,0.0
13269,0.09090909090909091,0.9090909090909091,0.0,0.0
13271,0.09090909090909091,0.9090909090909091,0.0,0.0
13273,0.14285714285714285,0.8571428571428572,0.0,0.0
13275,0.0,1.0,0.0,0.0
13277,0.09090909090909091,0.7272727272727273,0.0,0.18181818181818182
13279,0.0,1.0,0.0,0.0
13281,0.0,0.8333333333333334,0.0,0.16666666666666669
13283,0.0,1.0,0.0,0.0
13285,0.0,0.45454545454545453,0.5454545454545455,0.0
13287,0.16666666666666669,0.8333333333333334,0.0,0.0
13289,0.0,1.0,0.0,0.0
13291,0.0,1.0,0.0,0.0
13293,0.3076923076923077,0.6923076923076923,0.0,0.0
13295,0.0,1.0,0.0,0.0
13297,0.0,0.5833333333333333,0.08333333333333333,0.3333333333333333
13299,0.0,0.7692307692307692,0.0,0.23076923076923078
13301,0.14285714285714285,0.8571428571428572,0.0,0.0
